CountyState,ActivityYear,ResultMeasureValue,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure
Allegan County-Michigan,2016,0.04773913043478261,42.614872412173916,-85.73555183217391
Allegan County-Michigan,2017,0.05333333333333334,42.56044372833333,-85.79865100583334
Allegan County-Michigan,2018,0.08488888888888889,42.65082851,-85.74761358277777
Allegan County-Michigan,2019,0.0753125,42.62916082375,-85.659424030625
Allegan County-Michigan,2020,0.05615384615384615,42.63001838153846,-85.66163294461538
Allegan County-Michigan,2021,0.07914285714285714,42.62765416714286,-85.66781495285714
Allegan County-Michigan,2022,0.07535,42.6282430125,-85.66352620400001
Allegan County-Michigan,2023,0.23966666666666664,42.627844402,-85.667185858
Allegany County-New York,2010,0.03768771929824562,42.26770249122807,-78.03984271929824
Allegany County-New York,2011,0.14765,42.01421,-78.00189
Allegany County-New York,2012,0.14920555555555554,42.05171111111111,-78.09461555555555
Allegany County-New York,2014,0.052500000000000005,42.16419,-77.79227
Allegany County-New York,2015,0.05656,42.1639286,-77.7923316
Allegheny County-Pennsylvania,2010,0.038264150943396226,40.457268037735844,-79.97672832075472
Allegheny County-Pennsylvania,2011,0.04652857142857143,40.438888871428574,-79.97375277142858
Allegheny County-Pennsylvania,2012,0.03374193548387097,40.43141783870968,-79.97903682258065
Allegheny County-Pennsylvania,2013,0.036,40.419995854545455,-79.94719665454545
Allegheny County-Pennsylvania,2014,0.24239080459770115,40.38298682758621,-79.92517112643678
Allegheny County-Pennsylvania,2015,0.4054733333333333,40.35501193333334,-79.94900746666666
Allegheny County-Pennsylvania,2016,0.03231935483870968,40.46054148387096,-79.96001974193548
Allegheny County-Pennsylvania,2017,0.06568484848484848,40.45034503030303,-79.95843824242425
Allegheny County-Pennsylvania,2018,0.043250649350649345,40.469642376623376,-79.9538742987013
Allegheny County-Pennsylvania,2019,0.04416666666666667,40.457762116666665,-79.95433898333334
Allegheny County-Pennsylvania,2020,0.044422222222222224,40.45926504444444,-79.9655662
Allegheny County-Pennsylvania,2021,0.07167241379310345,40.44631034482759,-79.89885862068965
Allegheny County-Pennsylvania,2022,0.057096153846153845,40.47425576923077,-79.97092307692309
Allen County-Indiana,2010,0.17684210526315786,41.13592105260526,-85.03903508766315
Allen County-Indiana,2012,0.19316666666666668,41.08471,-85.02196
Allen County-Indiana,2018,0.24715384615384617,41.15975108348462,-85.08244887688463
Allen County-Ohio,2010,0.22120717131474105,40.76494977091634,-84.09903135856574
Allen County-Ohio,2011,0.21858333333333332,40.73454130555556,-84.11615247222221
Alpena County-Michigan,2010,0.0205,45.067469,-83.435247
Alpena County-Michigan,2011,0.022,45.067469,-83.435247
Alpena County-Michigan,2012,0.01075,45.067469,-83.435247
Alpena County-Michigan,2013,0.011575,45.0067345,-83.5372735
Alpena County-Michigan,2014,0.024625,45.08385,-83.72614999999999
Alpena County-Michigan,2016,0.012,45.178436,-83.626343
Alpena County-Michigan,2018,0.010499999999999999,44.946,-83.6393
Anoka County-Minnesota,2010,0.09543719806763286,45.21592718840579,-93.22074204830918
Anoka County-Minnesota,2011,0.10005316455696203,45.21000761265823,-93.21790881012659
Anoka County-Minnesota,2012,0.11157981220657277,45.20605825352112,-93.1749627253521
Anoka County-Minnesota,2013,0.12336296296296297,45.20348755308642,-93.22742768641976
Anoka County-Minnesota,2014,0.10747706422018348,45.213365616972474,-93.20856814678899
Anoka County-Minnesota,2015,0.11435070140280561,45.20311398797595,-93.20065312024049
Anoka County-Minnesota,2016,0.11398940886699507,45.25030924876847,-93.26858908128078
Anoka County-Minnesota,2017,0.08913936430317848,45.24726187775062,-93.28080965281174
Anoka County-Minnesota,2018,0.08260869565217392,45.0507,-93.2807
Anoka County-Minnesota,2019,0.10263382594417077,45.19235988998358,-93.2225016863711
Anoka County-Minnesota,2020,0.08588483606557377,45.19228266803279,-93.25414173770491
Anoka County-Minnesota,2021,0.11085717539863325,45.19447107061504,-93.19872564692483
Anoka County-Minnesota,2022,0.10717484662576687,45.17150567791411,-93.238308202454
Antrim County-Michigan,2012,0.014942857142857143,44.94275,-85.28521665999999
Antrim County-Michigan,2013,0.00295,44.94275,-85.28521666
Antrim County-Michigan,2014,0.005466666666666667,44.94275,-85.28521666
Antrim County-Michigan,2015,0.010328571428571428,44.96003571428571,-85.24417856857143
Antrim County-Michigan,2016,0.0043,44.94275,-85.28521666
Antrim County-Michigan,2017,0.005833333333333334,44.94275,-85.28521666
Antrim County-Michigan,2018,0.004625,44.94275,-85.28521666
Antrim County-Michigan,2019,0.0037,44.94275,-85.28521666
Antrim County-Michigan,2020,0.012233333333333334,44.94275,-85.28521666
Antrim County-Michigan,2021,0.00945,44.94275,-85.28521666
Antrim County-Michigan,2022,0.013199999999999998,44.94275,-85.28521666
Antrim County-Michigan,2023,0.0217,44.94275,-85.28521666
Arenac County-Michigan,2012,0.07466666666666667,44.07732333333333,-83.71638333333334
Arenac County-Michigan,2016,0.05375,44.070255,-83.75347
Arenac County-Michigan,2017,0.07150000000000001,44.07732333333333,-83.71638333333334
Armstrong County-Pennsylvania,2010,0.01807142857142857,40.834999999999994,-79.41925714285715
Armstrong County-Pennsylvania,2011,0.02564705882352941,40.8517705882353,-79.41151176470588
Armstrong County-Pennsylvania,2012,0.0185625,40.8564125,-79.3945375
Armstrong County-Pennsylvania,2013,0.01795,40.86479,-79.38551
Armstrong County-Pennsylvania,2014,0.0195,40.86257,-79.38099
Armstrong County-Pennsylvania,2015,0.4898235294117647,40.867841176470584,-79.38967647058824
Armstrong County-Pennsylvania,2016,0.01934375,40.70833125,-79.457275
Armstrong County-Pennsylvania,2017,0.03742857142857143,40.8697,-79.4071
Armstrong County-Pennsylvania,2018,0.028100000000000003,40.88114,-79.38401999999999
Armstrong County-Pennsylvania,2019,0.021666666666666667,40.856988888888885,-79.43274444444444
Armstrong County-Pennsylvania,2020,0.01933333333333333,40.84300666666666,-79.46095333333332
Armstrong County-Pennsylvania,2021,0.017861111111111112,40.78030833333334,-79.41289166666667
Armstrong County-Pennsylvania,2022,0.023000000000000003,40.76245,-79.48626666666667
Ashland County-Ohio,2010,0.12145652173913044,40.681655,-82.34361
Ashland County-Ohio,2012,0.129,41.05104,-82.20172
Ashland County-Wisconsin,2010,0.0734903375874126,46.548078442167835,-90.71508918283217
Ashland County-Wisconsin,2011,0.1245411163434903,46.52498200720222,-90.70865127620499
Ashland County-Wisconsin,2012,0.12444027654320987,46.51364844676543,-90.70676348908641
Ashland County-Wisconsin,2013,0.29000718597560976,46.505769685914636,-90.69889224213415
Ashland County-Wisconsin,2014,0.3596893463386728,46.51442042025172,-90.69959120160183
Ashland County-Wisconsin,2015,0.19814054886993604,46.50744324091684,-90.70835268339019
Ashland County-Wisconsin,2016,0.2824819766233766,46.50400046877922,-90.69570282602596
Ashland County-Wisconsin,2017,0.281130905511811,46.538689356948815,-90.71709504462598
Ashland County-Wisconsin,2018,0.1988868613138686,46.4899191240511,-90.69028054748175
Ashland County-Wisconsin,2019,0.1764909090909091,46.49768981818182,-90.70014163636364
Ashland County-Wisconsin,2020,0.19835,46.49132190384615,-90.7194490576923
Ashland County-Wisconsin,2021,0.03177272727272728,46.436679363636365,-90.74499381818181
Ashland County-Wisconsin,2022,0.06348813559322034,46.5178398559322,-90.69917847457626
Ashland County-Wisconsin,2023,0.03745,46.449622749999996,-90.7006325
Ashland County-Wisconsin,2024,0.0259,46.61033,-90.68701
Ashtabula County-Ohio,2011,0.03667977528089888,41.82957298876404,-80.67272644382022
Ashtabula County-Ohio,2012,0.05475,41.9096205,-80.73120675
Ashtabula County-Ohio,2013,0.3407777777777778,41.52077466666666,-80.71090444444445
Ashtabula County-Ohio,2014,0.037,41.9271,-80.6043
Ashtabula County-Ohio,2015,0.07123529411764706,41.87317822689076,-80.79659168067228
Athens County-Ohio,2010,0.05163333333333333,39.519006,-82.06013766666666
Athens County-Ohio,2011,0.043666666666666666,39.3308,-82.0875
Athens County-Ohio,2012,0.04625,39.3308,-82.0875
Athens County-Ohio,2013,0.132,39.3308,-82.0875
Athens County-Ohio,2014,0.0195,39.3308,-82.0875
Athens County-Ohio,2015,0.02604878048780488,39.23500834146341,-81.99582763414635
Auglaize County-Ohio,2010,0.21708333333333332,40.513666908333335,-84.43268320416666
Auglaize County-Ohio,2011,0.16863492063492064,40.52191523809524,-84.43668914920636
Auglaize County-Ohio,2012,0.17707142857142857,40.5175,-84.4322
Auglaize County-Ohio,2013,0.351,40.53,-84.4317
Auglaize County-Ohio,2014,0.11833333333333333,40.53,-84.4317
Auglaize County-Ohio,2015,0.26547924528301886,40.55478266415095,-84.36058409056604
Baraga County-Michigan,2010,0.02788148148148148,46.75437075839506,-88.42773440740741
Baraga County-Michigan,2011,0.029374285714285714,46.755015218857146,-88.42680315557142
Baraga County-Michigan,2012,0.03562025316455696,46.75747977759494,-88.4277261392405
Baraga County-Michigan,2013,0.024416666666666666,46.75984735055555,-88.43323185888889
Baraga County-Michigan,2014,0.020113207547169814,46.755080232452826,-88.42318139698114
Baraga County-Michigan,2015,0.01912280701754386,46.75633533526316,-88.41984497052633
Baraga County-Michigan,2016,0.02913861386138614,46.75750991732673,-88.39818049821783
Baraga County-Michigan,2017,0.01891666666666667,46.76528242625,-88.36513690708334
Baraga County-Michigan,2018,0.02302439024390244,46.769006689512196,-88.39988850634147
Baraga County-Michigan,2022,0.016757575757575756,46.7478842039394,-88.44053755545454
Baraga County-Michigan,2023,0.021775,46.77173400125,-88.45609914325
Barron County-Wisconsin,2010,0.06585714285714285,45.581399999999995,-92.0988
Barron County-Wisconsin,2011,0.027800000000000002,45.5814,-92.0988
Barron County-Wisconsin,2012,0.2,45.5814,-92.0988
Barron County-Wisconsin,2017,0.10766666666666667,45.5814,-92.0988
Barron County-Wisconsin,2018,0.029333333333333333,45.5814,-92.0988
Barron County-Wisconsin,2019,0.16072000000000003,45.5642604,-91.71602920000001
Barron County-Wisconsin,2020,0.044875,45.52164984259259,-91.87218425925927
Barron County-Wisconsin,2021,0.02921505376344086,45.51088407526882,-91.9176614623656
Barron County-Wisconsin,2022,0.042257575757575765,45.50698730303031,-91.88480408080808
Barron County-Wisconsin,2023,0.04160648936170213,45.50118260638298,-91.90510880851065
Barron County-Wisconsin,2024,0.0662,45.376707,-91.805235
Barry County-Michigan,2015,0.0375,42.582,-85.087
Bartholomew County-Indiana,2010,0.05599999999999996,39.173944444380005,-85.9008888888
Bay County-Michigan,2010,0.08276923076923078,43.621414384615385,-83.85400084615384
Bay County-Michigan,2011,0.11823076923076922,43.617381538461544,-83.8545516923077
Bay County-Michigan,2012,1.1897391304347826,43.624979260869566,-83.93383517391305
Bay County-Michigan,2013,0.11359166666666666,43.617505,-83.842781
Bay County-Michigan,2015,0.0535,43.58064233333334,-83.80207966666667
Bayfield County-Wisconsin,2010,0.05882721428571428,46.64164542428572,-90.90752972142856
Bayfield County-Wisconsin,2011,0.0483605,46.635266809166666,-90.90800344833333
Bayfield County-Wisconsin,2012,0.031787571428571415,46.87127556857143,-90.89047555285715
Bayfield County-Wisconsin,2017,0.043000000000000003,46.90146019685185,-90.84082119351852
Bayfield County-Wisconsin,2018,0.04573684210526316,46.886684121578945,-90.83120309657895
Bayfield County-Wisconsin,2019,0.06374457831325302,46.80930171457831,-90.89775873746989
Bayfield County-Wisconsin,2020,0.029554205607476635,46.658666611214954,-91.05366820672897
Bayfield County-Wisconsin,2021,0.03568256578947369,46.61750996072368,-91.06756257236843
Bayfield County-Wisconsin,2022,0.025364487179487177,46.60894301628205,-91.06953332717949
Bayfield County-Wisconsin,2023,0.034928173515981736,46.55974897237443,-91.10173233657534
Beaver County-Pennsylvania,2010,0.11903703703703704,40.74282518518518,-80.30228074074074
Beaver County-Pennsylvania,2011,0.06920512820512821,40.755034358974356,-80.29900358974359
Beaver County-Pennsylvania,2012,0.06689473684210526,40.76747842105263,-80.28967052631579
Beaver County-Pennsylvania,2013,0.08460975609756097,40.75804243902439,-80.29621804878049
Beaver County-Pennsylvania,2014,0.052396226415094345,40.77937301886793,-80.27893433962264
Beaver County-Pennsylvania,2015,0.16388095238095238,40.70321452380953,-80.32406333333333
Beaver County-Pennsylvania,2016,0.13116388888888889,40.760756666666666,-80.29279000000001
Beaver County-Pennsylvania,2017,0.09948787878787879,40.754221515151514,-80.29973818181819
Beaver County-Pennsylvania,2018,0.07996969696969697,40.75848727272727,-80.29918121212121
Beaver County-Pennsylvania,2019,0.1790810810810811,40.754511081081084,-80.29808
Beaver County-Pennsylvania,2020,0.12042307692307694,40.75254538461539,-80.30018000000001
Beaver County-Pennsylvania,2021,0.07238461538461538,40.729015128205134,-80.30003692307693
Beaver County-Pennsylvania,2022,0.11748571428571429,40.71491485714286,-80.30200628571428
Becker County-Minnesota,2010,0.0635800933125972,46.8964170311042,-95.7544067822706
Becker County-Minnesota,2011,0.06578453038674033,46.84557625690608,-95.85772483425414
Becker County-Minnesota,2012,0.09022063037249284,46.8470244269341,-95.95163659312321
Becker County-Minnesota,2013,0.06717241379310344,46.845780043887146,-95.8859237429467
Becker County-Minnesota,2014,0.050268980477223425,46.863227876355744,-95.8416660976139
Becker County-Minnesota,2015,0.03636888888888889,46.92454085777778,-95.72763352888889
Becker County-Minnesota,2016,0.06974736842105264,46.853965218947366,-95.80758902947368
Becker County-Minnesota,2017,0.05866517857142857,46.86719463392858,-95.84489550892856
Becker County-Minnesota,2018,0.06299604743083004,46.864053361660076,-95.8488532687747
Becker County-Minnesota,2019,0.05710172744721689,46.87085969481766,-95.84604825143954
Becker County-Minnesota,2020,0.04983369330453564,46.85263309287257,-95.84292595680346
Becker County-Minnesota,2021,0.04772010869565217,46.84781265489131,-95.82539932880435
Becker County-Minnesota,2022,0.047578947368421054,46.83358711842105,-95.85844299561403
Bedford County-Pennsylvania,2010,0.035554054054054055,40.17454444445946,-78.38339249256757
Bedford County-Pennsylvania,2011,0.04119565217391304,40.22545652173913,-78.33559130434783
Bedford County-Pennsylvania,2012,0.034659574468085104,40.21017494085107,-78.35902671404256
Bedford County-Pennsylvania,2013,0.03989795918367347,40.21254649428572,-78.3378046667347
Bedford County-Pennsylvania,2014,0.029535714285714283,40.21993473017857,-78.35101658339286
Bedford County-Pennsylvania,2015,0.03154347826086957,40.223365217391304,-78.32141304347827
Bedford County-Pennsylvania,2016,0.03525423728813559,40.18428792847458,-78.3433158379661
Bedford County-Pennsylvania,2017,0.03991111111111111,40.22568888888889,-78.33716666666668
Bedford County-Pennsylvania,2018,0.03859340659340659,40.207963736263736,-78.39543626373626
Bedford County-Pennsylvania,2019,0.03332432432432432,40.171348648648646,-78.40954054054055
Bedford County-Pennsylvania,2020,0.03125,40.22101250000001,-78.3054625
Bedford County-Pennsylvania,2021,0.036930232558139535,40.18672325581396,-78.26964651162791
Bedford County-Pennsylvania,2022,0.03,40.12902727272728,-78.2797393939394
Belmont County-Ohio,2010,0.18774590163934426,40.079844213114754,-80.90391846721312
Belmont County-Ohio,2011,0.14385,40.091134,-80.91535400000001
Belmont County-Ohio,2012,0.07424074074074075,40.107899611111115,-80.99964375925926
Belmont County-Ohio,2013,0.07784,40.09108396,-81.01553568
Belmont County-Ohio,2014,0.0388,40.0886598,-80.72141382
Belmont County-Ohio,2015,0.015,39.9052167,-80.9339778
Beltrami County-Minnesota,2010,0.03694260869565218,47.83618576452174,-94.92022686069565
Beltrami County-Minnesota,2011,0.031500719424460435,47.80044817079137,-94.88024314460432
Beltrami County-Minnesota,2012,0.03409194097616345,47.78619605901249,-94.85850708045403
Beltrami County-Minnesota,2013,0.031016501650165014,47.769018030858085,-94.84176229867987
Beltrami County-Minnesota,2014,0.037084276729559745,47.815493547295596,-94.85832363446542
Beltrami County-Minnesota,2015,0.03686966046002191,47.77618671653888,-94.84662689978094
Beltrami County-Minnesota,2016,0.04247172236503856,47.8122225303347,-94.84850939348779
Beltrami County-Minnesota,2017,0.03103963414634146,47.81008494435975,-94.87231104908537
Beltrami County-Minnesota,2018,0.03660443740095087,47.80598923613312,-94.86290758082409
Beltrami County-Minnesota,2019,0.035086206896551723,47.825422041065835,-94.87394578056426
Beltrami County-Minnesota,2020,0.03121102362204724,47.77422152566929,-94.84157930362204
Beltrami County-Minnesota,2021,0.03151888341543514,47.83287141103448,-94.88624189461413
Beltrami County-Minnesota,2022,0.040465151515151516,47.86688478212121,-94.87356093086363
Beltrami County-Minnesota,2023,0.02976962025316456,47.95842980070886,-94.91584837744304
Benton County-Minnesota,2010,0.07624,45.628555139999996,-94.17512808
Benton County-Minnesota,2011,0.11221666666666666,45.61463618333333,-94.12102761666667
Benton County-Minnesota,2012,0.17671875,45.70937553125,-94.17600384375
Benton County-Minnesota,2013,0.15621739130434784,45.75647686956522,-94.17970530434782
Benton County-Minnesota,2014,0.0495,45.5961372631579,-94.18134578947368
Benton County-Minnesota,2015,0.08490769230769231,45.70950138461538,-94.21539938461538
Benton County-Minnesota,2016,0.11851401869158877,45.72521611214953,-94.21445090654206
Benton County-Minnesota,2017,0.0695,45.708598128205125,-94.22608124358973
Benton County-Minnesota,2018,0.08505714285714286,45.736883014285716,-94.2065549
Benton County-Minnesota,2019,0.12371951219512195,45.74024475609756,-94.17838890243902
Benton County-Minnesota,2020,0.1159142857142857,45.72827782857143,-94.17634345714285
Benton County-Minnesota,2021,0.09798648648648649,45.785558918918916,-94.21134832432432
Benton County-Minnesota,2022,0.1453380281690141,45.77422207042254,-94.21439826760563
Benzie County-Michigan,2010,0.013087923076923054,44.708300769230775,-86.13896451307693
Benzie County-Michigan,2011,0.0637258,44.715634666666666,-86.12023109266667
Benzie County-Michigan,2012,0.01659902799999998,44.70747,-86.12925073
Benzie County-Michigan,2013,0.014744666666666665,44.70747,-86.12925073000001
Benzie County-Michigan,2014,0.02890467799999999,44.648717999999995,-86.098042438
Benzie County-Michigan,2015,0.00928666666666665,44.70747,-86.12925073000001
Benzie County-Michigan,2016,0.0098575,44.70747,-86.12925073
Benzie County-Michigan,2017,0.012629999999999999,44.70747,-86.12925073
Benzie County-Michigan,2018,0.019045,44.70747,-86.12925073
Benzie County-Michigan,2019,0.0067538725,44.70747,-86.12925073
Benzie County-Michigan,2020,0.010843333333333335,44.70747,-86.12925073000001
Benzie County-Michigan,2021,0.010346666666666665,44.70747,-86.12925073000001
Benzie County-Michigan,2022,0.02785,44.70747,-86.12925073
Berks County-Pennsylvania,2010,0.03513636363636364,40.42045909090909,-75.80855454545454
Berks County-Pennsylvania,2011,0.03473913043478261,40.434347826086956,-75.89726086956522
Berks County-Pennsylvania,2012,0.03347619047619047,40.425090476190476,-75.853
Berks County-Pennsylvania,2013,0.03196774193548387,40.42927419354838,-75.87231612903226
Berks County-Pennsylvania,2014,0.031089285714285715,40.425662499999994,-75.90268214285713
Berks County-Pennsylvania,2015,0.0425,40.4215875,-75.88130833333334
Berks County-Pennsylvania,2016,0.038593749999999996,40.361671875,-75.82694375
Berks County-Pennsylvania,2017,0.04789473684210527,40.36471815789474,-75.84888052631578
Berks County-Pennsylvania,2018,0.030970588235294114,40.364479411764705,-75.82153529411764
Berks County-Pennsylvania,2019,0.03385906040268456,40.260475838926176,-75.84162416107382
Berks County-Pennsylvania,2020,0.024055555555555556,40.37063611111111,-75.84426111111111
Berks County-Pennsylvania,2021,0.026508196721311474,40.371314754098364,-75.83800655737704
Berks County-Pennsylvania,2022,0.024789473684210524,40.33959473684211,-75.81217368421052
Berrien County-Michigan,2011,0.07775,42.185837,-86.369448
Berrien County-Michigan,2013,0.048,41.7804536,-86.7088256
Berrien County-Michigan,2014,0.05142857142857143,41.780150285714285,-86.70749964285714
Berrien County-Michigan,2015,0.12625,41.77972025,-86.70768375
Berrien County-Michigan,2016,0.052,41.83082866666667,-86.59031425925926
Berrien County-Michigan,2017,0.17606666666666668,41.7807814,-86.70782460000001
Berrien County-Michigan,2018,0.041,41.782949333333335,-86.70872766666666
Berrien County-Michigan,2020,0.15,41.780435,-86.704402
Berrien County-Michigan,2021,0.24,41.776967666666664,-86.704452
Berrien County-Michigan,2022,0.16,41.770033,-86.704552
Big Stone County-Minnesota,2010,0.25593548387096776,45.42110461290323,-96.47541432258063
Big Stone County-Minnesota,2011,0.3487622950819672,45.392977360655735,-96.50774894262295
Big Stone County-Minnesota,2012,0.15809243697478992,45.400909848739495,-96.53923794117648
Big Stone County-Minnesota,2013,0.18833333333333332,45.46558625,-96.71236129166665
Big Stone County-Minnesota,2014,0.14021621621621622,45.40732008108108,-96.61843210810811
Big Stone County-Minnesota,2015,0.20786458333333332,45.362294822916674,-96.45490765625
Big Stone County-Minnesota,2016,0.49535714285714283,45.291763964285714,-96.35191489285714
Big Stone County-Minnesota,2017,0.35958064516129035,45.35927979032258,-96.36810479032258
Big Stone County-Minnesota,2018,0.352953488372093,45.40440455813953,-96.42472883720929
Big Stone County-Minnesota,2019,0.33165384615384613,45.42473434615385,-96.51146688461539
Big Stone County-Minnesota,2020,0.42381250000000004,45.487558125,-96.482684875
Big Stone County-Minnesota,2021,0.4146153846153846,45.537930307692314,-96.43342469230768
Big Stone County-Minnesota,2022,0.3824375,45.518093,-96.456733875
Blackford County-Indiana,2010,0.10666666666666667,40.5591666666,-85.2786111111
Blair County-Pennsylvania,2010,0.10227450980392157,40.522622679803916,-78.27338213490196
